OrderID,OrderDate,CustomerID,CustomerName,City,Country,SalesChannel,PaymentMethod,Category,SubCategory,Product,Quantity,UnitPrice,CostPerUnit,TotalSales,TotalCost,Profit
ORD101392,2023-03-10,CUST1419,Sara Taylor,Manchester,UK,Store,PayPal,Sports,Fitness,Dumbbell Set,1,22.95,13.55,22.95,13.55,9.4
ORD101393,2023-11-08,CUST2272,Emma Lee,Leeds,UK,Online,Bank Transfer,Sports,Yoga,Yoga Block,1,70.84,44.65,70.84,44.65,26.19
ORD101394,2023-10-16,CUST2611,Ali Clark,London,UK,Online,PayPal,Electronics,Headphones,Sony WH-CH510,4,201.87,130.99,807.48,523.96,283.52
ORD101395,2023-09-07,CUST1648,Mina Walker,Manchester,UK,Online,Cash,Beauty,Skincare,Moisturiser,2,54.74,35.54,109.48,71.08,38.4
ORD101396,2023-02-05,CUST2187,Olivia Brown,Glasgow,UK,Online,Cash,Sports,Fitness,Yoga Mat,1,136.5,70.97,136.5,70.97,65.53
ORD101397,2023-08-27,CUST2768,Emma Brown,Bristol,UK,Online,Bank Transfer,Sports,Football,Football Ball,9,176.44,137.93,1587.96,1241.37,346.59
ORD101398,2023-05-28,CUST2278,Reza Taylor,Leeds,UK,Store,PayPal,Clothing,Dress,Casual Dress,3,77.97,59.6,233.91,178.8,55.11
ORD101399,2023-08-15,CUST1475,John Taylor,Manchester,UK,Store,PayPal,Beauty,Nailcare,Nail Kit,1,14.86,10.99,14.86,10.99,3.87
ORD101400,2023-09-01,CUST2829,Noah Brown,Bristol,UK,Online,Bank Transfer,Books,Comics,Superhero Comic,2,9.17,5.71,18.34,11.42,6.92
ORD101401,2023-12-03,CUST2440,Ali Brown,London,UK,Store,PayPal,Beauty,Skincare,Serum,8,29.29,19.79,234.32,158.32,76.0
ORD101402,2023-12-31,CUST1169,Emma Taylor,Southampton,UK,Store,Bank Transfer,Books,Children,Activity Book,5,15.55,10.75,77.75,53.75,24.0
ORD101403,2023-07-20,CUST2340,Emma Taylor,Edinburgh,UK,Online,PayPal,Sports,Fitness,Yoga Mat,7,79.8,60.51,558.6,423.57,135.03
ORD101404,2023-06-03,CUST1173,Noah Jones,Bristol,UK,Online,Cash,Beauty,Perfume,Body Spray,6,52.54,29.66,315.24,177.96,137.28
ORD101405,2023-03-14,CUST1469,David Taylor,Glasgow,UK,Store,Cash,Clothing,T-Shirt,Basic Cotton Tee,1,46.97,35.43,46.97,35.43,11.54
ORD101406,2023-07-20,CUST1344,Mina Martin,Bristol,UK,Store,Card,Electronics,Smartwatch,Galaxy Watch 4,6,358.27,236.72,2149.62,1420.32,729.3
ORD101407,2023-10-23,CUST1444,Liam Walker,Bristol,UK,Store,Card,Sports,Running,Running Shoes,7,133.3,80.56,933.1,563.92,369.18
ORD101408,2023-01-17,CUST2041,Mina Martin,Bristol,UK,Store,Cash,Clothing,Dress,Casual Dress,4,42.34,27.21,169.36,108.84,60.52
ORD101409,2023-05-09,CUST2093,Ali Brown,Glasgow,UK,Online,Cash,Electronics,Laptop,Acer Aspire 5,8,234.71,137.37,1877.68,1098.96,778.72
ORD101410,2023-08-05,CUST2361,John Smith,Leeds,UK,Online,Bank Transfer,Electronics,Smartphone,Galaxy A14,8,124.7,73.72,997.6,589.76,407.84
ORD101411,2023-03-02,CUST1627,Emma Johnson,Edinburgh,UK,Store,Cash,Home & Kitchen,Cookware,Steel Pot,7,109.8,86.58,768.6,606.06,162.54
ORD101412,2023-04-14,CUST1591,Liam Lee,Birmingham,UK,Store,Bank Transfer,Books,Children,Activity Book,2,25.64,18.88,51.28,37.76,13.52
ORD101413,2023-02-11,CUST1526,David Martin,Manchester,UK,Online,PayPal,Sports,Football,Football Boots,6,18.62,9.91,111.72,59.46,52.26
ORD101414,2023-01-25,CUST2711,David Lee,Southampton,UK,Store,Bank Transfer,Clothing,T-Shirt,Basic Cotton Tee,6,99.6,68.43,597.6,410.58,187.02
ORD101415,2023-02-08,CUST1455,Liam Brown,London,UK,Online,Card,Books,Children,Kids Story Book,7,11.68,7.26,81.76,50.82,30.94
ORD101416,2023-10-18,CUST2292,John Johnson,Glasgow,UK,Online,Cash,Electronics,Headphones,JBL Tune 510,6,467.84,352.32,2807.04,2113.92,693.12
ORD101417,2023-05-11,CUST2654,Liam Wilson,London,UK,Online,Card,Home & Kitchen,Vacuum Cleaner,Bagless Vacuum,2,36.92,25.07,73.84,50.14,23.7
ORD101418,2023-08-17,CUST1810,Noah Johnson,Bristol,UK,Online,Bank Transfer,Beauty,Haircare,Shampoo,8,58.78,46.63,470.24,373.04,97.2
ORD101419,2023-04-18,CUST1187,Reza Lee,Edinburgh,UK,Online,Cash,Beauty,Perfume,Body Spray,4,65.54,38.2,262.16,152.8,109.36
ORD101420,2023-06-21,CUST2020,David Taylor,London,UK,Online,Cash,Sports,Yoga,Yoga Strap,9,144.82,105.57,1303.38,950.13,353.25
ORD101421,2023-04-12,CUST2592,Noah Walker,Bristol,UK,Online,Card,Home & Kitchen,Chair,Dining Chair,8,224.33,167.36,1794.64,1338.88,455.76
ORD101422,2023-12-20,CUST1710,Mina Johnson,Bristol,UK,Store,Card,Beauty,Haircare,Conditioner,3,72.78,38.54,218.34,115.62,102.72
ORD101423,2023-01-12,CUST1528,Emma Taylor,Glasgow,UK,Store,Cash,Clothing,T-Shirt,Basic Cotton Tee,3,21.52,15.9,64.56,47.7,16.86
ORD101424,2023-10-02,CUST1433,Emma Johnson,Birmingham,UK,Online,PayPal,Electronics,Smartwatch,Apple Watch SE,8,261.71,135.45,2093.68,1083.6,1010.08
ORD101425,2023-04-11,CUST1287,Ali Walker,Leeds,UK,Store,Cash,Home & Kitchen,Cookware,Non-stick Pan Set,2,132.34,98.72,264.68,197.44,67.24
ORD101426,2023-02-13,CUST2941,Mina Walker,Southampton,UK,Store,Bank Transfer,Books,Comics,Superhero Comic,9,9.43,6.62,84.87,59.58,25.29
ORD101427,2023-11-01,CUST2590,Olivia Brown,London,UK,Online,Card,Books,Comics,Superhero Comic,4,5.13,2.73,20.52,10.92,9.6
ORD101428,2023-01-17,CUST1498,Olivia Smith,Edinburgh,UK,Online,Bank Transfer,Clothing,Jeans,High Waist Jeans,6,48.59,25.51,291.54,153.06,138.48
ORD101429,2023-11-26,CUST2464,Noah Wilson,London,UK,Online,Card,Beauty,Nailcare,Nail Kit,3,68.44,51.96,205.32,155.88,49.44
ORD101430,2023-02-26,CUST2804,Noah Taylor,London,UK,Online,Card,Electronics,Laptop,Acer Aspire 5,3,624.01,357.4,1872.03,1072.2,799.83
ORD101431,2023-11-07,CUST1302,Ali Lee,Edinburgh,UK,Store,Card,Clothing,T-Shirt,Sports T-Shirt,3,67.56,37.51,202.68,112.53,90.15
ORD101432,2023-10-30,CUST1086,Noah Brown,Edinburgh,UK,Store,Card,Home & Kitchen,Chair,Office Chair,10,98.76,64.67,987.6,646.7,340.9
ORD101433,2023-01-12,CUST1829,John Wilson,Southampton,UK,Online,PayPal,Beauty,Perfume,Body Spray,2,60.13,31.77,120.26,63.54,56.72
ORD101434,2023-11-14,CUST1437,John Brown,Edinburgh,UK,Store,Card,Clothing,Dress,Casual Dress,8,42.64,33.17,341.12,265.36,75.76
ORD101435,2023-03-21,CUST1540,Emma Lee,Southampton,UK,Store,Card,Home & Kitchen,Vacuum Cleaner,Bagless Vacuum,9,140.15,109.55,1261.35,985.95,275.4
ORD101436,2023-08-04,CUST2045,Ali Martin,Bristol,UK,Online,PayPal,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,8,297.59,195.81,2380.72,1566.48,814.24
ORD101437,2023-12-05,CUST1832,Liam Martin,Birmingham,UK,Online,Cash,Home & Kitchen,Lamp,Desk Lamp,10,100.65,74.2,1006.5,742.0,264.5
ORD101438,2023-09-21,CUST1796,Liam Lee,Southampton,UK,Online,PayPal,Electronics,Headphones,Sony WH-CH510,3,194.7,112.07,584.1,336.21,247.89
ORD101439,2023-05-29,CUST1559,Olivia Clark,Glasgow,UK,Store,Bank Transfer,Clothing,Sweater,Wool Sweater,7,96.34,60.7,674.38,424.9,249.48
ORD101440,2023-03-22,CUST2540,Emma Clark,Edinburgh,UK,Online,Cash,Sports,Football,Football Boots,10,48.29,33.58,482.9,335.8,147.1
ORD101441,2023-08-03,CUST1761,Sara Johnson,Edinburgh,UK,Store,Card,Electronics,Smartwatch,Apple Watch SE,2,607.59,326.59,1215.18,653.18,562.0
ORD101442,2023-07-17,CUST2698,Olivia Walker,London,UK,Online,Bank Transfer,Books,Education,Math Workbook,4,14.69,8.32,58.76,33.28,25.48
ORD101443,2023-07-19,CUST2526,Ali Jones,Manchester,UK,Store,PayPal,Books,Non-fiction,Self-help Book,6,18.29,13.33,109.74,79.98,29.76
ORD101444,2023-01-25,CUST2737,Mina Johnson,Leeds,UK,Store,Bank Transfer,Home & Kitchen,Chair,Office Chair,5,219.84,153.61,1099.2,768.05,331.15
ORD101445,2023-03-30,CUST1466,Reza Walker,Leeds,UK,Store,PayPal,Home & Kitchen,Lamp,Desk Lamp,9,21.76,11.81,195.84,106.29,89.55
ORD101446,2023-09-25,CUST2124,Sara Walker,Bristol,UK,Store,PayPal,Electronics,Smartphone,Nokia G22,10,240.77,140.03,2407.7,1400.3,1007.4
ORD101447,2023-05-23,CUST2606,Emma Johnson,Edinburgh,UK,Online,Cash,Sports,Football,Football Ball,4,37.82,23.57,151.28,94.28,57.0
ORD101448,2023-02-28,CUST2965,Emma Jones,Glasgow,UK,Store,Cash,Electronics,Headphones,Apple EarPods,5,134.13,97.25,670.65,486.25,184.4
ORD101449,2023-12-31,CUST1674,Sara Jones,Southampton,UK,Online,Bank Transfer,Beauty,Skincare,Moisturiser,4,64.08,43.08,256.32,172.32,84.0
ORD101450,2023-01-26,CUST1684,John Wilson,Southampton,UK,Store,PayPal,Electronics,Laptop,HP Pavilion 14,8,144.59,110.9,1156.72,887.2,269.52
ORD101451,2023-02-16,CUST2164,Olivia Clark,Leeds,UK,Online,Bank Transfer,Sports,Football,Football Boots,8,193.47,108.48,1547.76,867.84,679.92
ORD101452,2023-10-15,CUST1137,Olivia Walker,Birmingham,UK,Online,Card,Electronics,Smartphone,Galaxy A14,3,587.34,442.02,1762.02,1326.06,435.96
ORD101453,2023-09-23,CUST1577,Liam Wilson,Birmingham,UK,Store,Card,Books,Non-fiction,Biography,1,23.89,14.26,23.89,14.26,9.63
ORD101454,2023-01-16,CUST1709,Noah Johnson,Edinburgh,UK,Store,PayPal,Clothing,Sweater,Cotton Sweater,6,62.64,40.95,375.84,245.7,130.14
ORD101455,2023-07-18,CUST2863,Emma Martin,Glasgow,UK,Online,Cash,Electronics,Headphones,Sony WH-CH510,2,368.46,287.01,736.92,574.02,162.9
ORD101456,2023-10-09,CUST1227,Liam Clark,Bristol,UK,Store,Cash,Clothing,T-Shirt,Sports T-Shirt,2,91.83,52.56,183.66,105.12,78.54
ORD101457,2023-03-27,CUST1280,Reza Johnson,Glasgow,UK,Online,Cash,Home & Kitchen,Chair,Dining Chair,3,183.96,129.99,551.88,389.97,161.91
ORD101458,2023-09-07,CUST1683,Sara Martin,Bristol,UK,Store,PayPal,Electronics,Tablet,Lenovo Tab M10,8,180.91,109.91,1447.28,879.28,568.0
ORD101459,2023-09-27,CUST1827,Ali Taylor,Bristol,UK,Store,Card,Beauty,Haircare,Conditioner,3,72.92,48.87,218.76,146.61,72.15
ORD101460,2023-12-01,CUST1430,Emma Jones,Leeds,UK,Online,Cash,Clothing,Jacket,Puffer Jacket,7,33.87,18.18,237.09,127.26,109.83
ORD101461,2023-04-27,CUST2063,Ali Brown,Edinburgh,UK,Store,Bank Transfer,Beauty,Skincare,Face Cleanser,10,43.87,29.14,438.7,291.4,147.3
ORD101462,2023-01-07,CUST2542,David Taylor,London,UK,Online,Card,Books,Non-fiction,Biography,10,16.7,11.51,167.0,115.1,51.9
ORD101463,2023-05-17,CUST2709,David Martin,Edinburgh,UK,Store,Bank Transfer,Beauty,Haircare,Shampoo,9,10.15,5.52,91.35,49.68,41.67
ORD101464,2023-06-25,CUST2686,Mina Clark,Birmingham,UK,Online,PayPal,Books,Children,Activity Book,8,24.12,12.51,192.96,100.08,92.88
ORD101465,2023-11-24,CUST2234,Noah Johnson,Leeds,UK,Online,Bank Transfer,Electronics,Smartphone,Galaxy A14,1,714.25,387.58,714.25,387.58,326.67
ORD101466,2023-11-11,CUST1301,Noah Jones,Manchester,UK,Online,Card,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,7,208.7,128.84,1460.9,901.88,559.02
ORD101467,2023-08-03,CUST2109,Noah Martin,Edinburgh,UK,Store,Card,Home & Kitchen,Lamp,Desk Lamp,7,131.94,96.25,923.58,673.75,249.83
ORD101468,2023-03-23,CUST2420,David Jones,London,UK,Online,Card,Books,Children,Activity Book,8,22.48,16.13,179.84,129.04,50.8
ORD101469,2023-08-11,CUST2276,John Smith,Bristol,UK,Store,PayPal,Clothing,Jacket,Denim Jacket,10,65.57,44.45,655.7,444.5,211.2
ORD101470,2023-04-13,CUST1532,Ali Smith,Birmingham,UK,Online,Bank Transfer,Home & Kitchen,Chair,Dining Chair,5,233.0,158.95,1165.0,794.75,370.25
ORD101471,2023-09-30,CUST1768,David Jones,Birmingham,UK,Store,PayPal,Electronics,Tablet,Galaxy Tab A9,10,523.24,385.51,5232.4,3855.1,1377.3
ORD101472,2023-01-14,CUST2914,Reza Wilson,Manchester,UK,Store,Card,Sports,Football,Football Ball,9,190.33,116.68,1712.97,1050.12,662.85
ORD101473,2023-06-08,CUST2938,Olivia Brown,Leeds,UK,Online,Bank Transfer,Home & Kitchen,Cookware,Non-stick Pan Set,9,181.59,95.49,1634.31,859.41,774.9
ORD101474,2023-06-01,CUST2404,Olivia Brown,Edinburgh,UK,Online,PayPal,Beauty,Makeup,Mascara,8,31.91,19.9,255.28,159.2,96.08
ORD101475,2023-04-18,CUST1443,David Clark,Edinburgh,UK,Store,PayPal,Beauty,Skincare,Serum,6,67.64,44.24,405.84,265.44,140.4
ORD101476,2023-07-07,CUST2056,Emma Martin,Edinburgh,UK,Store,Bank Transfer,Beauty,Haircare,Conditioner,6,59.83,30.26,358.98,181.56,177.42
ORD101477,2023-10-28,CUST1259,Mina Lee,London,UK,Online,Card,Home & Kitchen,Lamp,Desk Lamp,1,150.06,115.61,150.06,115.61,34.45
ORD101478,2023-04-08,CUST2257,Reza Brown,Southampton,UK,Online,Bank Transfer,Clothing,Jacket,Denim Jacket,6,34.67,17.66,208.02,105.96,102.06
ORD101479,2023-05-11,CUST2538,Emma Lee,Glasgow,UK,Online,Bank Transfer,Sports,Cycling,Cycling Gloves,4,92.35,65.69,369.4,262.76,106.64
ORD101480,2023-10-20,CUST2882,Sara Walker,Bristol,UK,Store,Bank Transfer,Sports,Cycling,Cycling Gloves,4,96.35,61.47,385.4,245.88,139.52
ORD101481,2023-06-20,CUST2331,Mina Martin,London,UK,Online,Cash,Sports,Running,Running Shorts,2,137.26,79.11,274.52,158.22,116.3
ORD101482,2023-07-02,CUST1738,Liam Lee,Leeds,UK,Online,Cash,Beauty,Skincare,Serum,4,61.39,33.51,245.56,134.04,111.52
ORD101483,2023-12-30,CUST1795,Emma Smith,Southampton,UK,Online,Bank Transfer,Clothing,Sweater,Wool Sweater,5,53.53,37.3,267.65,186.5,81.15
ORD101484,2023-02-08,CUST1069,Mina Wilson,Leeds,UK,Online,Cash,Books,Non-fiction,Self-help Book,5,33.99,25.07,169.95,125.35,44.6
ORD101485,2023-01-15,CUST2477,John Jones,London,UK,Online,PayPal,Electronics,Smartphone,Nokia G22,5,599.61,364.4,2998.05,1822.0,1176.05
ORD101486,2023-01-04,CUST2462,Liam Jones,Birmingham,UK,Store,Card,Electronics,Smartwatch,Fitbit Versa 3,4,168.06,94.96,672.24,379.84,292.4
ORD101487,2023-12-15,CUST2848,Olivia Brown,Edinburgh,UK,Online,Bank Transfer,Sports,Yoga,Yoga Strap,1,174.32,132.0,174.32,132.0,42.32
ORD101488,2023-07-29,CUST2387,David Johnson,Birmingham,UK,Store,PayPal,Home & Kitchen,Vacuum Cleaner,Compact Vacuum,10,286.44,149.75,2864.4,1497.5,1366.9
ORD101489,2023-06-10,CUST1982,Mina Martin,Leeds,UK,Store,PayPal,Clothing,Jacket,Puffer Jacket,8,69.05,47.96,552.4,383.68,168.72
ORD101490,2023-01-16,CUST2789,Ali Taylor,Glasgow,UK,Store,PayPal,Clothing,Jacket,Denim Jacket,3,88.17,61.12,264.51,183.36,81.15
ORD101491,2023-04-18,CUST1480,Noah Clark,Leeds,UK,Online,PayPal,Home & Kitchen,Lamp,Floor Lamp,2,235.6,143.21,471.2,286.42,184.78
ORD101492,2023-11-07,CUST2167,David Walker,Bristol,UK,Store,Card,Sports,Football,Football Ball,9,44.09,24.75,396.81,222.75,174.06
ORD101493,2023-08-15,CUST1023,Emma Walker,Southampton,UK,Store,Bank Transfer,Clothing,T-Shirt,Graphic Tee,7,11.32,6.85,79.24,47.95,31.29
ORD101494,2023-06-19,CUST1964,Emma Walker,Manchester,UK,Store,PayPal,Books,Education,Language Book,9,8.21,4.9,73.89,44.1,29.79
ORD101495,2023-02-03,CUST2448,Ali Johnson,Edinburgh,UK,Online,Cash,Sports,Running,Running Shoes,2,129.36,99.39,258.72,198.78,59.94
ORD101496,2023-09-08,CUST1745,David Martin,Southampton,UK,Online,Card,Home & Kitchen,Bedding,Duvet Set,9,255.09,146.88,2295.81,1321.92,973.89
ORD101497,2023-09-04,CUST1844,Liam Brown,Birmingham,UK,Online,Bank Transfer,Electronics,Tablet,Lenovo Tab M10,10,176.54,98.5,1765.4,985.0,780.4
ORD101498,2023-09-26,CUST2198,John Walker,Glasgow,UK,Online,PayPal,Books,Children,Activity Book,9,38.98,25.92,350.82,233.28,117.54
ORD101499,2023-05-21,CUST2867,Liam Jones,London,UK,Online,Bank Transfer,Books,Fiction,Novel - Mystery,9,11.39,8.57,102.51,77.13,25.38
ORD101500,2023-10-01,CUST1324,Reza Johnson,Manchester,UK,Store,Cash,Electronics,Smartwatch,Fitbit Versa 3,10,364.54,280.61,3645.4,2806.1,839.3
ORD101501,2023-04-06,CUST2892,Ali Wilson,Manchester,UK,Store,PayPal,Clothing,Sweater,Wool Sweater,10,38.67,23.9,386.7,239.0,147.7
ORD101502,2023-08-15,CUST2694,John Jones,Birmingham,UK,Store,Cash,Sports,Football,Football Boots,4,105.94,81.34,423.76,325.36,98.4
ORD101503,2023-02-08,CUST2883,Reza Johnson,London,UK,Store,Cash,Clothing,T-Shirt,Sports T-Shirt,10,105.56,70.97,1055.6,709.7,345.9
ORD101504,2023-10-29,CUST2371,Reza Clark,Leeds,UK,Online,Bank Transfer,Beauty,Makeup,Mascara,3,21.63,13.43,64.89,40.29,24.6
ORD101505,2023-01-29,CUST1797,Emma Lee,Leeds,UK,Store,PayPal,Clothing,Jacket,Rain Jacket,6,117.32,80.05,703.92,480.3,223.62
ORD101506,2023-11-14,CUST1017,Liam Brown,Birmingham,UK,Store,PayPal,Sports,Running,Running Shoes,3,158.41,100.58,475.23,301.74,173.49
ORD101507,2023-09-02,CUST1043,Liam Lee,Southampton,UK,Store,Bank Transfer,Books,Fiction,Novel - Romance,9,23.62,14.85,212.58,133.65,78.93
ORD101508,2023-08-24,CUST1154,Emma Brown,Manchester,UK,Online,Cash,Sports,Cycling,Bike Helmet,3,143.55,108.44,430.65,325.32,105.33
ORD101509,2023-07-04,CUST1866,Noah Clark,Southampton,UK,Online,PayPal,Beauty,Haircare,Conditioner,2,43.05,27.74,86.1,55.48,30.62
ORD101510,2023-09-29,CUST1921,Reza Clark,Birmingham,UK,Store,Cash,Electronics,Headphones,Sony WH-CH510,8,325.01,179.77,2600.08,1438.16,1161.92
ORD101511,2023-08-24,CUST2400,Reza Martin,Leeds,UK,Online,PayPal,Electronics,Smartphone,iPhone SE,6,756.26,449.84,4537.56,2699.04,1838.52
ORD101512,2023-08-27,CUST1742,John Brown,Bristol,UK,Store,Card,Electronics,Laptop,Lenovo IdeaPad 3,8,656.5,469.14,5252.0,3753.12,1498.88
ORD101513,2023-09-23,CUST2906,Reza Johnson,Bristol,UK,Online,Cash,Home & Kitchen,Vacuum Cleaner,Bagless Vacuum,7,241.46,188.59,1690.22,1320.13,370.09
ORD101514,2023-12-25,CUST2851,Noah Walker,Glasgow,UK,Online,Card,Electronics,Laptop,HP Pavilion 14,3,528.83,406.87,1586.49,1220.61,365.88
ORD101515,2023-12-06,CUST2425,Sara Johnson,London,UK,Store,PayPal,Electronics,Smartphone,Nokia G22,8,200.74,138.11,1605.92,1104.88,501.04
ORD101516,2023-03-06,CUST1224,Sara Martin,London,UK,Store,Cash,Electronics,Headphones,Apple EarPods,10,636.04,369.85,6360.4,3698.5,2661.9
ORD101517,2023-06-26,CUST1216,Reza Wilson,Glasgow,UK,Online,Card,Electronics,Laptop,Acer Aspire 5,1,613.34,449.91,613.34,449.91,163.43
ORD101518,2023-01-03,CUST2591,Emma Clark,Manchester,UK,Online,Card,Clothing,T-Shirt,Sports T-Shirt,1,101.43,60.24,101.43,60.24,41.19
ORD101519,2023-05-22,CUST1030,Olivia Martin,Bristol,UK,Store,Cash,Books,Comics,Manga Volume,10,28.86,17.06,288.6,170.6,118.0
ORD101520,2023-06-07,CUST2892,Emma Martin,Edinburgh,UK,Online,Card,Electronics,Smartphone,iPhone SE,8,612.11,391.07,4896.88,3128.56,1768.32
ORD101521,2023-11-20,CUST2082,Emma Martin,Edinburgh,UK,Online,PayPal,Clothing,T-Shirt,Sports T-Shirt,9,75.73,47.31,681.57,425.79,255.78
ORD101522,2023-05-26,CUST2915,Noah Brown,Glasgow,UK,Online,Cash,Clothing,T-Shirt,Sports T-Shirt,10,27.82,15.4,278.2,154.0,124.2
ORD101523,2023-10-20,CUST1897,Ali Walker,Manchester,UK,Online,Cash,Beauty,Nailcare,Nail Polish,6,10.82,7.42,64.92,44.52,20.4
ORD101524,2023-06-02,CUST2376,Sara Wilson,Birmingham,UK,Online,Card,Electronics,Smartphone,Pixel 7a,5,691.02,349.83,3455.1,1749.15,1705.95
ORD101525,2023-07-12,CUST1934,John Smith,London,UK,Online,PayPal,Electronics,Smartphone,iPhone SE,2,127.69,81.37,255.38,162.74,92.64
ORD101526,2023-03-14,CUST1444,John Wilson,Edinburgh,UK,Online,Bank Transfer,Home & Kitchen,Lamp,Desk Lamp,9,226.56,124.0,2039.04,1116.0,923.04
ORD101527,2023-11-01,CUST2258,Olivia Taylor,Birmingham,UK,Store,PayPal,Clothing,T-Shirt,Sports T-Shirt,6,39.88,22.72,239.28,136.32,102.96
ORD101528,2023-12-10,CUST2130,Reza Martin,Edinburgh,UK,Online,Cash,Beauty,Skincare,Serum,8,34.93,19.82,279.44,158.56,120.88
ORD101529,2023-05-20,CUST2214,Liam Martin,Bristol,UK,Store,Card,Beauty,Nailcare,Nail Kit,9,31.44,22.59,282.96,203.31,79.65
ORD101530,2023-07-06,CUST1529,Olivia Clark,Glasgow,UK,Online,PayPal,Electronics,Smartphone,Nokia G22,9,519.93,272.63,4679.37,2453.67,2225.7
ORD101531,2023-10-20,CUST2936,Ali Walker,Birmingham,UK,Online,Bank Transfer,Clothing,Jacket,Rain Jacket,8,80.15,51.55,641.2,412.4,228.8
ORD101532,2023-03-02,CUST1737,Ali Taylor,Glasgow,UK,Store,PayPal,Books,Comics,Superhero Comic,10,37.71,22.13,377.1,221.3,155.8
ORD101533,2023-07-17,CUST2702,Olivia Johnson,Southampton,UK,Store,Cash,Books,Comics,Manga Volume,8,30.42,21.88,243.36,175.04,68.32
ORD101534,2023-10-22,CUST2606,Olivia Smith,Bristol,UK,Store,PayPal,Electronics,Smartwatch,Galaxy Watch 4,3,239.48,184.63,718.44,553.89,164.55
ORD101535,2023-11-15,CUST1873,Noah Clark,Southampton,UK,Store,Bank Transfer,Home & Kitchen,Lamp,Floor Lamp,3,157.53,110.85,472.59,332.55,140.04
ORD101536,2023-10-29,CUST1565,Mina Lee,London,UK,Store,Card,Home & Kitchen,Cookware,Non-stick Pan Set,2,60.84,35.13,121.68,70.26,51.42
ORD101537,2023-12-10,CUST2268,Ali Wilson,Leeds,UK,Store,Bank Transfer,Electronics,Laptop,Acer Aspire 5,1,502.0,299.05,502.0,299.05,202.95
ORD101538,2023-01-11,CUST2885,John Smith,Southampton,UK,Store,Cash,Home & Kitchen,Vacuum Cleaner,Bagless Vacuum,4,159.91,97.9,639.64,391.6,248.04
ORD101539,2023-03-03,CUST1075,Noah Taylor,Birmingham,UK,Online,Card,Sports,Football,Football Ball,2,131.71,85.1,263.42,170.2,93.22
ORD101540,2023-11-29,CUST1546,David Jones,Edinburgh,UK,Store,Cash,Electronics,Tablet,iPad 10.2,2,83.32,57.9,166.64,115.8,50.84
ORD101541,2023-08-14,CUST1266,Noah Jones,Glasgow,UK,Store,Cash,Sports,Yoga,Yoga Strap,5,90.2,54.35,451.0,271.75,179.25
ORD101542,2023-06-02,CUST1316,Mina Wilson,Glasgow,UK,Online,Card,Sports,Fitness,Yoga Mat,4,27.89,15.79,111.56,63.16,48.4
ORD101543,2023-07-18,CUST2835,Liam Johnson,Glasgow,UK,Store,PayPal,Clothing,Dress,Casual Dress,1,34.61,27.02,34.61,27.02,7.59
ORD101544,2023-02-21,CUST2144,Liam Lee,Edinburgh,UK,Online,PayPal,Books,Non-fiction,Self-help Book,9,20.14,10.32,181.26,92.88,88.38
ORD101545,2023-09-17,CUST2859,Reza Walker,Glasgow,UK,Online,Bank Transfer,Electronics,Tablet,iPad 10.2,4,179.95,94.24,719.8,376.96,342.84
ORD101546,2023-02-28,CUST1024,Reza Wilson,Bristol,UK,Store,Card,Beauty,Skincare,Serum,5,49.17,27.34,245.85,136.7,109.15
ORD101547,2023-03-13,CUST2455,Mina Smith,Birmingham,UK,Store,Card,Books,Comics,Superhero Comic,7,22.45,13.72,157.15,96.04,61.11
ORD101548,2023-05-28,CUST1159,Liam Johnson,Manchester,UK,Online,PayPal,Sports,Cycling,Bike Helmet,2,162.74,97.02,325.48,194.04,131.44
ORD101549,2023-12-15,CUST1595,Olivia Taylor,Manchester,UK,Store,Card,Clothing,Jeans,High Waist Jeans,8,60.41,43.28,483.28,346.24,137.04
ORD101550,2023-03-04,CUST2137,Liam Clark,Leeds,UK,Store,PayPal,Sports,Yoga,Yoga Strap,2,92.34,68.14,184.68,136.28,48.4
ORD101551,2023-11-06,CUST2758,Reza Johnson,Edinburgh,UK,Store,Bank Transfer,Home & Kitchen,Lamp,Floor Lamp,10,205.27,127.92,2052.7,1279.2,773.5
ORD101552,2023-08-31,CUST1899,John Taylor,Glasgow,UK,Store,Card,Electronics,Smartwatch,Apple Watch SE,5,442.87,349.94,2214.35,1749.7,464.65
ORD101553,2023-11-26,CUST1501,Liam Taylor,Birmingham,UK,Online,PayPal,Beauty,Perfume,Eau de Parfum,2,54.62,42.14,109.24,84.28,24.96
ORD101554,2023-04-17,CUST2189,Olivia Jones,Glasgow,UK,Online,PayPal,Electronics,Tablet,Galaxy Tab A9,2,208.71,134.61,417.42,269.22,148.2
ORD101555,2023-08-14,CUST2012,Reza Lee,Southampton,UK,Online,PayPal,Sports,Fitness,Dumbbell Set,4,182.65,109.0,730.6,436.0,294.6
ORD101556,2023-11-09,CUST1702,Sara Taylor,Edinburgh,UK,Store,PayPal,Clothing,Jacket,Rain Jacket,4,116.44,61.61,465.76,246.44,219.32
ORD101557,2023-08-06,CUST2198,Reza Brown,Glasgow,UK,Online,PayPal,Electronics,Smartwatch,Fitbit Versa 3,8,729.92,462.45,5839.36,3699.6,2139.76
ORD101558,2023-08-29,CUST1000,Mina Brown,Bristol,UK,Online,Bank Transfer,Home & Kitchen,Lamp,Desk Lamp,6,40.65,31.05,243.9,186.3,57.6
